"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.73613,-74.00711,"Entire home/apt",0.08,1,28,"West Village","Manhattan","1",365,220
40.71396,-73.93952,"Private room",0.16,6,7,"Williamsburg","Brooklyn","1",0,35
40.68902,-73.96784,"Entire home/apt",0.07,1,7,"Clinton Hill","Brooklyn","1",0,135
40.67503,-73.95771,"Private room",0.07,1,2,"Crown Heights","Brooklyn","1",0,150
40.71416,-73.93852,"Private room",0.42,18,21,"Williamsburg","Brooklyn","1",26,38
40.71311,-73.95332,"Private room",1.7,76,2,"Williamsburg","Brooklyn","3",62,70
40.75073,-73.98439,"Private room",0.03,0,3,"Midtown","Manhattan","1",0,350
40.84448,-73.93576,"Private room",0.03,0,2,"Washington Heights","Manhattan","1",0,50
40.74673,-73.91564,"Private room",0.09,2,1,"Sunnyside","Queens","1",0,95
40.86269,-73.9222,"Private room",0.28,8,3,"Inwood","Manhattan","1",58,80
40.76246,-73.99913,"Entire home/apt",0.67,20,1,"Hell's Kitchen","Manhattan","1",0,150
40.65963,-73.96174,"Entire home/apt",0.74,23,12,"Prospect-Lefferts Gardens","Brooklyn","1",32,53
40.81943,-73.9387,"Private room",0.31,9,5,"Harlem","Manhattan","8",332,54
40.74012,-73.88917,"Private room",0.29,10,1,"Elmhurst","Queens","4",0,53
40.67775,-73.9445,"Entire home/apt",2.66,114,2,"Crown Heights","Brooklyn","2",61,135
40.68893,-73.95354,"Entire home/apt",0.03,0,2,"Bedford-Stuyvesant","Brooklyn","4",189,525
40.84313,-73.93947,"Private room",0.1,2,2,"Washington Heights","Manhattan","1",0,50
40.68817,-73.95479,"Private room",0.03,0,2,"Bedford-Stuyvesant","Brooklyn","4",189,200
40.85447,-73.92804,"Entire home/apt",0.09,2,4,"Washington Heights","Manhattan","1",0,99
40.6886,-73.96197,"Private room",0.13,4,2,"Clinton Hill","Brooklyn","1",10,80
40.73812,-73.87547,"Entire home/apt",4.82,222,1,"Elmhurst","Queens","6",255,150
40.7369,-73.87613,"Entire home/apt",4.36,198,1,"Elmhurst","Queens","6",249,120
40.68778,-73.98534,"Entire home/apt",0.16,7,30,"Boerum Hill","Brooklyn","21",343,123
40.71833,-73.99443,"Entire home/apt",0.95,42,1,"Chinatown","Manhattan","1",358,250
40.82098,-73.94214,"Private room",0.55,7,2,"Harlem","Manhattan","1",135,100
40.7625,-73.98802,"Entire home/apt",1.14,45,3,"Hell's Kitchen","Manhattan","2",295,250
40.76518,-73.9929,"Entire home/apt",0.32,11,30,"Hell's Kitchen","Manhattan","31",145,98
40.87372,-73.88625,"Private room",0.1,3,2,"Norwood","Bronx","1",364,60
40.74586,-74.00361,"Entire home/apt",0.16,5,6,"Chelsea","Manhattan","1",0,165
40.72382,-73.99335,"Private room",0.03,0,3,"Nolita","Manhattan","1",0,100
40.76178,-73.94988,"Private room",0.03,0,10,"Roosevelt Island","Manhattan","1",0,40
40.69379,-73.93645,"Private room",3,135,1,"Bedford-Stuyvesant","Brooklyn","2",2,37
40.80255,-73.95434,"Private room",3.89,177,2,"Harlem","Manhattan","1",3,75
40.70068,-73.92225,"Private room",0.29,13,2,"Bushwick","Brooklyn","3",79,39
40.68865,-73.93684,"Private room",4.43,206,1,"Bedford-Stuyvesant","Brooklyn","2",2,29
40.69864,-73.92933,"Private room",0.07,2,3,"Bushwick","Brooklyn","2",0,80
40.76835,-73.95837,"Private room",0.62,18,1,"Upper East Side","Manhattan","1",0,100
40.70338,-73.91006,"Private room",0.26,7,5,"Ridgewood","Queens","1",6,40
40.82207,-73.95332,"Private room",1.31,59,5,"Harlem","Manhattan","3",45,45
40.68763,-73.91773,"Entire home/apt",1.73,77,3,"Bushwick","Brooklyn","2",243,55
40.88467,-73.90575,"Private room",0.35,15,4,"Kingsbridge","Bronx","2",0,30
40.76335,-73.87007,"Private room",16.22,763,1,"East Elmhurst","Queens","5",341,48
40.64171,-73.94721,"Private room",0.3,1,1,"East Flatbush","Brooklyn","2",90,49
40.72287,-73.94135,"Entire home/apt",0.48,17,5,"Greenpoint","Brooklyn","1",159,135
40.79507,-73.94248,"Entire home/apt",0.26,10,5,"East Harlem","Manhattan","1",19,200
40.67748,-73.95101,"Entire home/apt",0.38,14,2,"Crown Heights","Brooklyn","1",9,300
40.68987,-73.91858,"Private room",0.03,0,3,"Bushwick","Brooklyn","1",0,70
40.71973,-73.99022,"Entire home/apt",0.26,7,4,"Lower East Side","Manhattan","1",0,225
40.67816,-73.90583,"Private room",0.7,24,2,"Cypress Hills","Brooklyn","1",353,80
40.70719,-73.94749,"Private room",0.35,3,3,"Williamsburg","Brooklyn","1",0,50
40.68393,-73.94967,"Entire home/apt",3.02,135,2,"Bedford-Stuyvesant","Brooklyn","1",48,110
40.83321,-73.93838,"Private room",0.03,0,3,"Washington Heights","Manhattan","1",0,54
40.68164,-73.9779,"Entire home/apt",0.72,30,3,"Park Slope","Brooklyn","2",0,125
40.68322,-73.93073,"Entire home/apt",1.53,68,5,"Bedford-Stuyvesant","Brooklyn","2",91,115
40.70292,-73.91119,"Private room",0.16,6,3,"Ridgewood","Queens","1",0,60
40.6995,-73.93334,"Private room",1.95,90,2,"Bushwick","Brooklyn","1",26,30
40.63209,-74.11494,"Private room",0.96,44,2,"West Brighton","Staten Island","5",61,55
40.72709,-73.97459,"Private room",0.67,26,2,"East Village","Manhattan","2",244,79
40.66837,-73.95836,"Entire home/apt",0.38,10,3,"Crown Heights","Brooklyn","1",20,85
40.7892,-73.9734,"Private room",1.5,69,1,"Upper West Side","Manhattan","2",0,80
40.63302,-74.11396,"Private room",2.04,93,2,"West Brighton","Staten Island","5",348,55
40.82814,-73.9378,"Private room",2.49,116,3,"Harlem","Manhattan","1",55,66
40.71973,-73.95407,"Entire home/apt",0.46,20,3,"Greenpoint","Brooklyn","1",0,135
40.6749,-73.95233,"Entire home/apt",1.66,69,4,"Crown Heights","Brooklyn","1",5,140
40.82104,-73.93915,"Private room",0.13,3,7,"Harlem","Manhattan","8",326,52
40.76428,-73.99381,"Entire home/apt",3.63,113,2,"Hell's Kitchen","Manhattan","1",9,130
40.74735,-73.99974,"Entire home/apt",0.23,8,3,"Chelsea","Manhattan","1",0,585
40.69201,-73.9475,"Private room",0.22,6,1,"Bedford-Stuyvesant","Brooklyn","1",0,35
40.69554,-73.94246,"Private room",0.13,3,14,"Bedford-Stuyvesant","Brooklyn","2",0,55
40.69821,-73.89812,"Entire home/apt",3.65,149,3,"Ridgewood","Queens","2",47,60
40.69731,-73.93272,"Private room",0.03,0,1,"Bushwick","Brooklyn","1",0,43
40.64538,-73.94863,"Shared room",0.07,2,30,"East Flatbush","Brooklyn","4",365,36
40.77704,-73.94442,"Entire home/apt",0.49,5,2,"Upper East Side","Manhattan","1",0,166
40.71258,-73.95976,"Private room",1.41,63,3,"Williamsburg","Brooklyn","2",67,150
40.72018,-73.98521,"Entire home/apt",1.98,77,3,"Lower East Side","Manhattan","1",220,250
40.69533,-73.90889,"Shared room",4.02,146,1,"Bushwick","Brooklyn","4",133,28
40.68493,-73.94403,"Entire home/apt",1.92,66,31,"Bedford-Stuyvesant","Brooklyn","1",198,179
40.76926,-73.98796,"Entire home/apt",0.14,3,1,"Hell's Kitchen","Manhattan","1",0,97
40.75524,-73.96755,"Private room",0.08,1,2,"Midtown","Manhattan","1",0,120
40.71049,-73.9624,"Entire home/apt",0.55,22,3,"Williamsburg","Brooklyn","1",129,350
40.77664,-73.90896,"Private room",2.55,110,30,"Ditmars Steinway","Queens","2",0,65
40.725,-73.94633,"Private room",0.32,11,1,"Greenpoint","Brooklyn","1",0,63
40.71401,-73.99187,"Entire home/apt",0.14,2,7,"Chinatown","Manhattan","1",0,151
40.74047,-73.98381,"Private room",0.26,11,2,"Kips Bay","Manhattan","1",0,70
40.73256,-73.98622,"Entire home/apt",0.32,9,5,"East Village","Manhattan","1",0,198
40.77484,-73.95103,"Private room",0.03,0,1,"Upper East Side","Manhattan","1",0,100
40.70234,-73.92439,"Entire home/apt",0.1,3,5,"Bushwick","Brooklyn","1",7,140
40.6957,-73.91875,"Private room",1.96,66,25,"Bushwick","Brooklyn","1",0,49
40.75198,-73.97266,"Private room",0.1,3,3,"Midtown","Manhattan","12",365,799
40.72167,-73.99075,"Private room",0.06,1,30,"Lower East Side","Manhattan","1",0,85
40.72733,-73.99037,"Entire home/apt",1.18,53,3,"East Village","Manhattan","1",36,250
40.73368,-74.00049,"Private room",0.06,1,2,"West Village","Manhattan","1",0,100
40.80392,-73.95642,"Private room",0.23,7,2,"Harlem","Manhattan","1",0,55
40.84517,-73.93748,"Entire home/apt",0.08,1,4,"Washington Heights","Manhattan","1",0,65
40.8471,-73.93501,"Entire home/apt",0.55,24,1,"Washington Heights","Manhattan","1",253,75
40.7115,-73.99903,"Entire home/apt",1.47,66,2,"Two Bridges","Manhattan","2",112,190
40.76275,-73.99525,"Private room",5.75,265,1,"Hell's Kitchen","Manhattan","6",146,70
40.72954,-73.98303,"Private room",2.36,84,2,"East Village","Manhattan","1",56,85
40.68194,-73.90956,"Private room",4.93,219,2,"Bedford-Stuyvesant","Brooklyn","3",0,57
40.68937,-73.9226,"Shared room",0.1,2,1,"Bedford-Stuyvesant","Brooklyn","2",0,25
40.69461,-73.96186,"Private room",0.29,12,30,"Clinton Hill","Brooklyn","11",263,97
40.6945,-73.96005,"Private room",0.48,20,30,"Bedford-Stuyvesant","Brooklyn","11",342,80
40.72543,-73.99129,"Entire home/apt",0.7,26,2,"East Village","Manhattan","1",68,215
40.64849,-73.96585,"Entire home/apt",0.29,11,2,"Flatbush","Brooklyn","1",0,89
40.69307,-73.96183,"Private room",0.41,18,30,"Clinton Hill","Brooklyn","6",332,97
40.69459,-73.96103,"Private room",0.24,7,30,"Bedford-Stuyvesant","Brooklyn","6",97,97
40.79142,-73.9398,"Entire home/apt",1.2,49,4,"East Harlem","Manhattan","1",346,350
40.79942,-73.95128,"Entire home/apt",0.36,11,3,"Harlem","Manhattan","1",0,159
40.72623,-73.94972,"Private room",1.23,38,2,"Greenpoint","Brooklyn","1",0,150
40.67902,-73.95085,"Entire home/apt",0.19,6,2,"Bedford-Stuyvesant","Brooklyn","1",0,70
40.70669,-73.94334,"Private room",0.38,14,3,"Williamsburg","Brooklyn","1",4,84
40.72087,-73.98079,"Private room",0.15,2,1,"East Village","Manhattan","1",0,300
40.6984,-73.92273,"Private room",0.07,1,3,"Bushwick","Brooklyn","1",0,30
40.69546,-73.96188,"Private room",5.22,239,3,"Clinton Hill","Brooklyn","2",53,76
40.76284,-73.98849,"Entire home/apt",0.07,2,4,"Hell's Kitchen","Manhattan","1",0,130
40.71002,-73.96237,"Private room",2.32,104,2,"Williamsburg","Brooklyn","1",70,124
40.78297,-73.98141,"Entire home/apt",0.07,2,90,"Upper West Side","Manhattan","8",125,160
40.73731,-73.95493,"Private room",2.73,125,2,"Greenpoint","Brooklyn","3",171,45
40.76432,-73.87227,"Private room",10.64,494,1,"East Elmhurst","Queens","5",139,33
40.76509,-73.8717,"Private room",8.17,378,1,"East Elmhurst","Queens","5",175,45
40.65868,-73.94992,"Entire home/apt",1.5,67,2,"Prospect-Lefferts Gardens","Brooklyn","1",234,200
40.71704,-73.99081,"Private room",0.06,1,2,"Chinatown","Manhattan","1",0,130
40.71833,-73.98556,"Private room",0.63,22,4,"Lower East Side","Manhattan","2",244,95
40.76582,-73.87153,"Private room",9.82,452,1,"East Elmhurst","Queens","5",155,45
40.6315,-73.90761,"Entire home/apt",2.85,130,2,"Canarsie","Brooklyn","1",349,117
40.69601,-73.97114,"Entire home/apt",0.23,8,6,"Fort Greene","Brooklyn","2",5,220
40.70581,-73.95004,"Entire home/apt",2.31,106,3,"Williamsburg","Brooklyn","2",302,100
40.70279,-73.9289,"Private room",0.06,1,7,"Bushwick","Brooklyn","1",89,31
40.70501,-73.91065,"Entire home/apt",0.03,0,4,"Ridgewood","Queens","1",0,99
40.67414,-74.00707,"Private room",0.13,5,4,"Red Hook","Brooklyn","1",0,38
40.70412,-73.90171,"Private room",0.06,1,3,"Ridgewood","Queens","1",0,33
40.72879,-73.95689,"Entire home/apt",1.18,53,3,"Greenpoint","Brooklyn","1",258,170
40.68314,-73.9566,"Private room",0.13,3,2,"Bedford-Stuyvesant","Brooklyn","1",0,68
40.69857,-73.90618,"Private room",0.64,21,4,"Ridgewood","Queens","1",0,65
40.59813,-73.95432,"Shared room",1.58,69,1,"Sheepshead Bay","Brooklyn","5",354,37
40.64438,-73.95484,"Entire home/apt",0.49,19,7,"Flatbush","Brooklyn","2",281,92
40.70885,-73.94586,"Private room",0.1,2,2,"Williamsburg","Brooklyn","1",0,125
40.639,-73.96662,"Entire home/apt",3.97,184,1,"Flatbush","Brooklyn","1",64,71
40.68997,-73.92742,"Private room",0.35,12,8,"Bedford-Stuyvesant","Brooklyn","2",0,40
40.74753,-74.00396,"Entire home/apt",0.31,9,3,"Chelsea","Manhattan","1",9,110
40.86605,-73.90694,"Entire home/apt",0.16,3,26,"Kingsbridge","Bronx","1",37,47
40.66192,-73.86764,"Private room",1.21,49,2,"East New York","Brooklyn","4",158,45
40.76182,-73.94879,"Private room",0.32,11,1,"Roosevelt Island","Manhattan","2",0,50
40.71457,-73.96332,"Private room",0.03,0,2,"Williamsburg","Brooklyn","1",0,60
40.7133,-73.95037,"Private room",0.04,0,1,"Williamsburg","Brooklyn","1",0,60
40.79639,-73.93319,"Private room",0.86,35,3,"East Harlem","Manhattan","2",81,55
40.87093,-73.8934,"Private room",2.74,124,3,"Fordham","Bronx","4",75,58
40.73794,-73.98423,"Entire home/apt",0.15,5,10,"Gramercy","Manhattan","1",48,200
40.68376,-73.91121,"Private room",0.16,4,2,"Bushwick","Brooklyn","1",206,50
40.74572,-73.87556,"Private room",0.07,1,1,"Elmhurst","Queens","1",0,50
40.71489,-73.99438,"Entire home/apt",0.35,13,7,"Chinatown","Manhattan","1",188,129
40.82548,-73.94983,"Entire home/apt",0.03,0,2,"Harlem","Manhattan","1",0,255
40.7178,-73.98448,"Entire home/apt",1.5,68,1,"Lower East Side","Manhattan","1",31,177
40.67711,-73.99692,"Private room",0.07,1,2,"Carroll Gardens","Brooklyn","1",0,50
40.67306,-73.92334,"Private room",1.11,49,2,"Crown Heights","Brooklyn","5",29,49
40.68314,-73.93124,"Entire home/apt",2.27,99,2,"Bedford-Stuyvesant","Brooklyn","3",250,325
40.75377,-73.7726,"Private room",0.7,32,15,"Bayside","Queens","2",145,30
40.79519,-73.96945,"Entire home/apt",0.07,1,2,"Upper West Side","Manhattan","1",0,109
40.68588,-73.92784,"Entire home/apt",1.81,81,6,"Bedford-Stuyvesant","Brooklyn","1",59,100
40.76786,-73.96973,"Entire home/apt",0.76,34,4,"Upper East Side","Manhattan","1",17,280
40.75169,-73.97174,"Entire home/apt",0.06,1,2,"Midtown","Manhattan","4",0,149
40.73726,-74.00085,"Entire home/apt",0.41,10,1,"West Village","Manhattan","1",361,2590
40.73243,-74.00932,"Entire home/apt",0.03,0,4,"West Village","Manhattan","1",0,220
40.82255,-73.94807,"Private room",1.18,44,4,"Harlem","Manhattan","1",28,147
40.71292,-73.94137,"Private room",0.13,4,3,"Williamsburg","Brooklyn","3",0,105
40.68369,-73.94897,"Entire home/apt",0.07,2,4,"Bedford-Stuyvesant","Brooklyn","1",0,175
40.7234,-73.94136,"Entire home/apt",0.17,7,3,"Greenpoint","Brooklyn","1",0,60
40.86909,-73.89396,"Private room",2.42,109,3,"Fordham","Bronx","4",84,55
40.78983,-73.94419,"Private room",3.32,108,1,"East Harlem","Manhattan","2",34,65
40.87247,-73.91927,"Private room",0.36,16,2,"Inwood","Manhattan","1",29,59
40.78592,-73.97331,"Entire home/apt",0.03,0,2,"Upper West Side","Manhattan","1",0,100
40.82378,-73.95354,"Private room",0.67,15,60,"Harlem","Manhattan","4",0,50
40.75527,-73.98507,"Entire home/apt",0.16,5,2,"Theater District","Manhattan","1",0,145
40.72571,-73.99506,"Entire home/apt",0.1,2,3,"NoHo","Manhattan","1",0,100
40.73475,-73.95543,"Entire home/apt",0.13,5,4,"Greenpoint","Brooklyn","1",0,150
40.70806,-73.9427,"Private room",0.03,0,5,"Williamsburg","Brooklyn","2",0,59
40.71443,-73.96154,"Private room",0.13,3,1,"Williamsburg","Brooklyn","5",0,45
40.71809,-73.95383,"Entire home/apt",0.07,2,3,"Williamsburg","Brooklyn","1",0,170
40.7292,-73.98156,"Entire home/apt",0.03,0,6,"East Village","Manhattan","1",0,120
40.80883,-73.94577,"Private room",0.65,24,30,"Harlem","Manhattan","1",15,68
40.79677,-73.94823,"Private room",2.79,126,2,"East Harlem","Manhattan","1",117,105
40.70769,-73.94548,"Private room",0.07,1,2,"Williamsburg","Brooklyn","1",0,65
40.68974,-73.94283,"Entire home/apt",2.28,101,2,"Bedford-Stuyvesant","Brooklyn","1",232,75
40.71381,-73.95041,"Entire home/apt",3.65,166,1,"Williamsburg","Brooklyn","1",221,125
40.67769,-73.95309,"Entire home/apt",0.17,7,3,"Crown Heights","Brooklyn","1",8,100
40.75482,-73.80368,"Private room",2.03,70,1,"Flushing","Queens","4",0,48
40.73741,-73.99003,"Entire home/apt",0.29,12,10,"Gramercy","Manhattan","1",19,149
40.75092,-73.98636,"Entire home/apt",0.16,4,2,"Midtown","Manhattan","1",0,290
40.71451,-73.93959,"Private room",0.23,10,1,"Williamsburg","Brooklyn","2",89,120
40.68384,-73.99065,"Private room",0.26,8,1,"Carroll Gardens","Brooklyn","1",0,45
40.6836,-73.93495,"Entire home/apt",2.3,98,4,"Bedford-Stuyvesant","Brooklyn","1",0,95
40.82112,-73.95482,"Private room",0.71,28,4,"Harlem","Manhattan","6",0,45
40.72501,-73.99323,"Entire home/apt",0.9,36,2,"NoHo","Manhattan","1",10,400
40.68712,-73.94708,"Entire home/apt",5.45,250,2,"Bedford-Stuyvesant","Brooklyn","1",203,130
40.66713,-73.9411,"Private room",1.94,68,4,"Crown Heights","Brooklyn","2",272,80
40.81841,-73.89067,"Private room",0.68,26,14,"Hunts Point","Bronx","4",332,45
40.71513,-73.9981,"Private room",0.03,0,2,"Chinatown","Manhattan","1",0,100
40.72638,-73.97752,"Private room",0.07,2,4,"East Village","Manhattan","1",39,200
40.68635,-73.95535,"Private room",0.1,2,15,"Bedford-Stuyvesant","Brooklyn","1",0,45
40.8228,-73.93956,"Private room",3.82,176,2,"Harlem","Manhattan","1",198,60
40.72477,-73.9859,"Entire home/apt",0.33,10,4,"East Village","Manhattan","1",26,132
40.69821,-73.8974,"Entire home/apt",4.42,93,3,"Ridgewood","Queens","2",50,60
40.68643,-73.95548,"Private room",0.1,2,1,"Bedford-Stuyvesant","Brooklyn","1",0,38
40.72747,-73.9969,"Entire home/apt",0.56,22,3,"Greenwich Village","Manhattan","1",45,240
40.71372,-73.96232,"Entire home/apt",0.42,11,4,"Williamsburg","Brooklyn","2",291,120
40.68009,-73.94676,"Entire home/apt",0.2,6,3,"Bedford-Stuyvesant","Brooklyn","1",0,119
40.77121,-73.92847,"Entire home/apt",0.03,0,7,"Astoria","Queens","1",0,225
40.76793,-73.91918,"Entire home/apt",0.11,2,3,"Astoria","Queens","1",0,79
40.7131,-73.94981,"Private room",0.5,17,28,"Williamsburg","Brooklyn","2",0,85
40.70742,-74.01544,"Entire home/apt",0.03,0,30,"Financial District","Manhattan","10",342,200
40.75006,-73.97007,"Entire home/apt",0.12,3,30,"Midtown","Manhattan","10",350,150
40.75827,-73.96196,"Entire home/apt",0.38,7,5,"Midtown","Manhattan","1",0,215
40.72838,-73.94739,"Private room",0.07,1,1,"Greenpoint","Brooklyn","1",0,67
40.78676,-73.94376,"Private room",0.69,31,3,"East Harlem","Manhattan","1",46,79
40.63835,-74.02614,"Entire home/apt",3.02,138,2,"Bay Ridge","Brooklyn","1",217,139
40.79583,-73.93595,"Entire home/apt",4.62,209,1,"East Harlem","Manhattan","3",11,105
40.57751,-73.98521,"Shared room",0.03,0,2,"Coney Island","Brooklyn","1",0,50
40.82388,-73.9279,"Private room",1.8,79,2,"Concourse","Bronx","2",169,60
40.70618,-74.00385,"Private room",0.1,3,15,"Financial District","Manhattan","1",0,75
40.82415,-73.92778,"Private room",2.06,93,2,"Concourse","Bronx","2",110,50
40.73415,-74.00721,"Entire home/apt",2.76,127,1,"West Village","Manhattan","1",236,190
40.72934,-74.00025,"Entire home/apt",0.45,19,5,"Greenwich Village","Manhattan","1",9,230
40.86663,-73.92391,"Entire home/apt",0.13,4,2,"Inwood","Manhattan","1",0,80
40.70614,-73.9487,"Entire home/apt",0.03,0,2,"Williamsburg","Brooklyn","1",0,199
40.71385,-73.95559,"Private room",0.1,2,2,"Williamsburg","Brooklyn","1",0,64
40.72351,-73.98389,"Private room",0.29,8,2,"East Village","Manhattan","1",0,70
40.71385,-73.96046,"Entire home/apt",0.07,1,2,"Williamsburg","Brooklyn","3",0,264
40.75725,-73.98796,"Private room",1.18,37,1,"Theater District","Manhattan","1",0,100
40.73421,-73.9968,"Entire home/apt",0.29,8,5,"Greenwich Village","Manhattan","1",0,135
40.74786,-73.99652,"Private room",2.71,124,1,"Chelsea","Manhattan","12",359,85
40.74929,-73.99545,"Private room",3.63,167,1,"Chelsea","Manhattan","12",360,85
40.68713,-73.97222,"Private room",0.06,1,7,"Fort Greene","Brooklyn","1",0,55
40.71698,-73.99629,"Entire home/apt",1.39,61,2,"Chinatown","Manhattan","1",66,295
40.65958,-73.91113,"Private room",0.23,6,1,"Brownsville","Brooklyn","1",0,28
40.70443,-73.90656,"Private room",0.07,1,1,"Ridgewood","Queens","1",0,45
40.68604,-73.9676,"Private room",0.07,1,1,"Clinton Hill","Brooklyn","1",0,120
40.71499,-73.95561,"Private room",0.16,4,3,"Williamsburg","Brooklyn","1",0,90
40.79227,-73.94536,"Private room",5.31,205,1,"East Harlem","Manhattan","1",34,89
40.68273,-73.93397,"Private room",0.07,1,30,"Bedford-Stuyvesant","Brooklyn","1",0,50
40.72829,-74.00233,"Entire home/apt",0.07,1,3,"Greenwich Village","Manhattan","1",0,150
40.71777,-73.98526,"Private room",0.2,6,1,"Lower East Side","Manhattan","1",0,99
40.83985,-73.93715,"Entire home/apt",0.45,20,3,"Washington Heights","Manhattan","1",0,65
40.71058,-73.95294,"Entire home/apt",4.34,198,1,"Williamsburg","Brooklyn","1",359,280
40.74301,-73.98037,"Entire home/apt",0.07,1,4,"Kips Bay","Manhattan","1",0,120
40.77848,-73.9486,"Private room",0.03,0,7,"Upper East Side","Manhattan","1",0,70
40.72258,-73.98148,"Private room",0.19,6,3,"East Village","Manhattan","2",0,100
40.65322,-73.73366,"Private room",2.96,115,15,"Rosedale","Queens","5",356,50
